Region,District,Chiefdom,Section,wp name,wp type,wp_func,wp_susta,wp_suita,ownership,maintenance,WASH comm,decl_ODF,extrac_type,time_repair,chlorination,maint_con
East,Kono,Nimiyama,Jaima,Tap,public tap/kiosk,Functional NOT in use,Always water,No,Community,WASH management committee,Yes,Yes,Gravity,never broken,,WASH management committee
East,Kono,Koidu City,Koidu city,Hand Dug Well,protec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,Yes,No,Hand pump,never broken,Yes,other
East,Kono,Tankoro,Tejan Street Koidu City,Community Well,protec dug_well,Broken down,Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,More than a year,Yes,other
East,Kailahun,Mandu,Levuma,Non,borewell,Functional in use,Seasonal,Yes,Community,Other community group,No,No,Hand pump,More than a year,Yes,other
East,Kono,Nimiyama,Njaima,Tap,private tap,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,Yes,,Over a month,,WASH management committee
East,Kono,Lei,Kombayendeh,Tap,public tap/kiosk,Functional in use,Seasonal,Yes,Community,School,Yes,No,Gravity,More than a year,,School
East,Kailahun,Kpeje West,Pejewa,Bagaima,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,Unknown,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
East,Kailahun,Kissi Kama,Jaah,KLDC Primary waterpoint,protec dug_well,Broken down,Dry always / Never water,Yes,School,School,No,No,Hand pump,More than a year,No,School
East,Kailahun,Kissi Teng,"Kololo, Koindu",Kololo  Pump,protec dug_well,Broken down,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,More than a year,Yes,WASH management committee
East,Kono,Fiama,Bandasuma,public stand pipe,public tap/kiosk,Functional in use,Always water,Yes,Community,Other community group,No,Yes,Gravity,Less than a week,,other
East,Kenema,Kenema City,Nyandema,Abdul Karim  Sessy  - Standpost,public tap/kiosk,Functional in use,Seasonal,Yes,Community,Privat owner,No,Yes,Gravity,Less than a week,,other
East,Kono,Tankoro,World Vision Office,Office Pump,protec dug_well,Functional in use,Always water,Yes,NGO,WASH management committee,Yes,Yes,Hand pump,never broken,Yes,WASH management committee
East,Kono,Nimikoro,Jaiama,Stand Post,public tap/kiosk,Functional in use,Always water,Yes,Community,Community,No,No,Gravity,Over a week,,Community
East,Kailahun,Luawa,Kailahun,Momoh  Compound  water point,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
East,Kailahun,Kissi Teng,Wusonga,Wusonga water point,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a week,No,other
East,Kailahun,Kissi Kama,Korkorma,Korkorma waterpoint,surface_water,Functional in use,Seasonal,Yes,Community,Other community group,No,No,,,,other
East,Kailahun,Kissi Kama,Yengema,Yengema  Pump,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a week,No,WASH management committee
East,Kailahun,Upper Bambara,Tambeya,Tambeya,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,Don't know,Hand pump,never broken,Yes,other
East,Kailahun,Upper Bambara,Pendembu,Non,unprotec dug_well,Functional in use,Seasonal,No,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a week,Yes,other
East,Kono,Nimikoro,Njala,public stand pipe,public tap/kiosk,Functional in use,Always water,Yes,Community,Other community group,No,Yes,Gravity,Less than a week,,other
East,Kenema,Kenema City,Kenema City/Fornikoh,Mr. Jeromy Protected Water Point,protec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
East,Kono,Gbane Kandor,Makor village,Maiko stream,surface_water,Functional in use,Seasonal,Yes,Community,Other community group,No,No,,,,other
East,Kono,Gbense,gbangadu,hand dug well,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,Yes,Hand pump,Less than a week,Yes,other
East,Kono,Soa,Manjama Village,Manjama Dam,gravity_scheme,Functional in use,Always water,Yes,Community,Other community group,Yes,Yes,Gravity,Over a week,Yes,other
East,Kono,Nimikoro,Njala,public stand pipe,public tap/kiosk,Functional in use,Always water,Yes,Community,Other community group,No,Yes,Gravity,Less than a week,,other
East,Kailahun,Kissi Tongi,Mandopolahun,Mandopolahun Water point 4,protec dug_well,Functional NOT in use,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a month,No,other
East,Kailahun,Kissi Tongi,Dawo,Dawa Water Point,protec dug_well,Functional in use,Dry always / Never water,Yes,Community,Other community group,No,No,Hand pump,Over a month,No,other
East,Kailahun,Kissi Teng,Chaseneh,Koindu International  Market Pump,protec dug_well,Broken down,Always water,No,Community,WASH management committee,Yes,No,Hand pump,Over a month,No,WASH management committee
East,Kenema,Kenema City,Nyandeyama Kenema City,Mamadu Wurie Bah - Standpost,public tap/kiosk,Functional in use,Always water,Yes,Private Individual,Privat owner,No,Yes,Gravity,Less than a week,,other
East,Kono,Koidu City,Koidu city,Bore hole,borewell,Functional but damaged,Seasonal,Yes,Community,Local council,Yes,No,Hand pump,Over a week,No,Local council
East,Kono,Nimikoro,jiama,public stand pipe,public tap/kiosk,Functional in use,Always water,Yes,Community,Other community group,No,Yes,Gravity,Less than a week,,other
East,Kenema,Kenema City,Kondehbotihun,Mr Morie Nyankeh,private tap,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,,More than a year,,other
East,Kono,Nimikoro,jiama,public stand pipe,public tap/kiosk,Functional in use,Seasonal,Yes,Community,WASH management committee,No,Yes,Gravity,Less than a week,,WASH management committee
East,Kenema,Kenema City,Lekpetieh,Mammy Lawson,private tap,Functional in use,Always water,Yes,Private Individual,Privat owner,Yes,No,,never broken,,other
East,Kono,Tankoro,ST.Agatha Community School Boroma Road,School Pump,protec dug_well,Broken down,Seasonal,Yes,School,School,No,No,Hand pump,More than a year,Yes,School
East,Kono,Nimikoro,simbakoro,bore hole,borewell,Functional in use,Always water,Yes,Private Individual,Privat owner,Yes,Yes,Submersible pump,never broken,Yes,other
East,Kono,Fiama,yatatandor,hand dug well,protec dug_well,Functional in use,Always water,Yes,Community,NGO,No,Yes,Hand pump,never broken,Yes,NGO
East,Kenema,Kenema City,Nyandeyama,Bangura well,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
East,Kailahun,Upper Bambara,Pendembu,Pendembu,protec dug_well,Broken down,Always water,Yes,School,School,Yes,No,Hand pump,More than a year,Yes,School
East,Kailahun,Kissi Tongi,Dawa,Dawa Water Point,unprotec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,No,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,No,other
East,Kono,Tankoro,Masingbi Road Koidu City,Community Well,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,Yes,Yes,Hand pump,never broken,Yes,other
East,Kono,Sandor,Gbeicho,Gbeicho .,private tap,Functional in use,Seasonal,Yes,Unknown,WASH management committee,Yes,Yes,,Less than a week,,WASH management committee
East,Kailahun,Luawa,Kailahun,Kailahun  Government  Hospital  water  point,protec dug_well,Broken down,Always water,No,Other Institution,No management,Yes,Yes,Hand pump,More than a year,No,No management
East,Kailahun,Kissi Tongi,Gordilahun,Gordilahun waterpoint,spring_unprotec,Functional in use,Always water,Yes,Community,Other community group,No,No,,never broken,No,other
East,Kenema,Kenema City,Nyandeyama,Pa Ansu water well,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
East,Kono,Nimikoro,Jiama,public stand pipe,public tap/kiosk,Functional in use,Always water,Yes,Community,NGO,Yes,Yes,Gravity,Less than a week,,NGO
East,Kono,Nimikoro,Jaiama,Public Stand Post,public tap/kiosk,Functional in use,Always water,Yes,Community,Community,No,No,Gravity,Over a month,,Community
East,Kailahun,Kissi Kama,Korgoma,Korgoma waterpoint,protec dug_well,Broken down,Seasonal,Yes,Community,Other Institution,Yes,No,Hand pump,More than a year,Yes,Other Institution
East,Kono,Lei,Kombayendeh,Tap,public tap/kiosk,Broken down,Seasonal,No,Community,WASH management committee,Yes,No,Gravity,More than a year,,WASH management committee
East,Kono,Tankoro,Resleatlement,Community Well,protec dug_well,Functional in use,Dry always / Never water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,never broken,Yes,WASH management committee
East,Kono,Nimikoro,jiama,public stand pipe,public tap/kiosk,Broken down,Seasonal,Yes,Community,WASH management committee,Yes,Yes,Gravity,Over a week,,WASH management committee
East,Kailahun,Kissi Tongi,koikor,koikor water point,spring_unprotec,Functional in use,Seasonal,Yes,Community,Other community group,No,No,,I don't know,No,other
East,Kono,Soa,Sandima Village,Peayee Strime,surface_water,Functional in use,Always water,Yes,Community,Other community group,No,No,,,,other
East,Kono,Nimikoro,Ngadodeh,hand dug well,protec dug_well,Functional in use,Always water,Yes,Community,Other community group,No,Yes,Hand pump,Less than a week,Yes,other
East,Kailahun,Jawie,Daru,Nyanyawama pump,protec dug_well,Functional in use,Seasonal,Yes,Community,Privat owner,No,No,Hand pump,Over a month,No,other
East,Kono,Mafindor,Sambaya Village,Sambaya Health Facility Hand dug well,protec dug_well,Functional in use,Seasonal,Yes,Health Facility,Health Facility,No,No,Hand pump,Over a week,Yes,Health Facility
East,Kono,Gbense,Goroma Amputee  Camp,Hand Dug Well,protec dug_well,Functional in use,Always water,Yes,Community,NGO,No,No,Hand pump,never broken,Yes,NGO
East,Kono,Gbense,Simbakoro Community,Community Well,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Less than a week,Yes,WASH management committee
East,Kono,Sandor,Kayima,Public Stand Post,public tap/kiosk,Functional in use,Always water,Yes,Private Individual,Privat owner,No,Don't know,Gravity,Over a week,,other
East,Kono,Nimikoro,Jaiama,Public Stand Post,public tap/kiosk,Functional in use,Always water,Yes,Community,Community,No,No,Gravity,Over a week,,Community
East,Kono,Tankoro,No 9 Kissi Bona Koidu City,K.D.E.C Primary Schoolpkj,surface_water,Broken down,Seasonal,Yes,School,School,No,Yes,,,,School
East,Kailahun,Yawei,Maca Yawei,Gbotoma Maca,protec dug_well,Broken down,Dry always / Never water,Yes,Community,No management,Yes,No,Gravity,More than a year,No,No management
East,Kenema,Kenema City,Kondehbotihun,Mr Keifala Turay,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
East,Kenema,Kenema City,Dumbuya Street,Wulamatu Jalloh,unprotec dug_well,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,other
East,Kailahun,Kissi Tongi,Mamboma,Mamboma waterpoint,surface_water,Functional in use,Always water,Yes,Community,Other community group,No,No,,,,other
East,Kenema,Kenema City,Kondehbotihun,Amie Ponboh,unprotec dug_well,Functional in use,Always water,Uknown,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
East,Kono,Kamara,Tiedu,Teidu community water point,protec dug_well,Functional in use,Seasonal,No,Community,WASH management committee,Yes,No,Hand pump,Over a month,Yes,WASH management committee
East,Kailahun,Luawa,Vaama,Vaama Pump,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a week,Yes,WASH management committee
East,Kono,Gbense,Benguiema Community,Community Well,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Over a month,Yes,WASH management committee
East,Kailahun,Jawie,Daru,Daru water point,private tap,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,Don't know,,Less than a week,,other
East,Kailahun,Kissi Kama,Konjo,Konjo waterpoint,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,never broken,Yes,other
East,Kenema,Kenema City,kondehbotihun,Alice Sedia Quee,private tap,Functional in use,Always water,Yes,Private Individual,Privat owner,No,No,,never broken,,other
East,Kenema,Kandu Leppiama,Gbado,Gbado Gravity,public tap/kiosk,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,Yes,Gravity,Less than a week,,WASH management committee
East,Kailahun,Luawa,Nguabu,Nguabu Water Well,protec dug_well,under construction,Seasonal,No,Community,WASH management committee,Yes,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,No,WASH management committee
East,Kono,Nimikoro,Bandafayeh,hand dug well,protec dug_well,Functional in use,Always water,Yes,School,School,No,Yes,Hand pump,Less than a week,Yes,School
East,Kono,Nimikoro,Bumpeh,Hand Dug Well,protec dug_well,Functional in use,Always water,Yes,Community,NGO,No,No,Hand pump,never broken,Yes,NGO
East,Kono,Nimiyama,Back Street,Back Street,private tap,Functional in use,Seasonal,Yes,Private Individual,Privat owner,Unknown,Yes,,Over a week,,other
East,Kenema,Lower Bambara,Panguma,Community Standing Pipe,private tap,Functional in use,Always water,Yes,Community,WASH management committee,Yes,Yes,,Less than a week,,WASH management committee
East,Kailahun,Luawa,Pandebu,SALWACO Water Treatment  Plant,gravity_scheme,Functional in use,Seasonal,Yes,SALWACO,WASH management committee,Yes,Yes,Hydram pump,Over a month,Yes,WASH management committee
East,Kono,Kamara,kamadu community,kamadu community hand dug well,protec dug_well,Functional in use,Always water,Yes,Community,No management,No,No,Hand pump,Over a month,Yes,No management
East,Kailahun,Luawa,Kailahun,Water Directorate water point,protec dug_well,Functional in use,Always water,Yes,Community,Government,No,Don't know,Hand pump,Less than a week,Yes,other
East,Kono,Fiama,Njagbwema faima,hand dug well,protec dug_well,Broken down,Always water,Yes,School,School,No,No,Hand pump,More than a year,No,School
East,Kailahun,Kissi Tongi,Buedu,kissi Tongi High School Water Point2,protec dug_well,Functional NOT in use,Always water,Yes,Community,Other community group,No,No,Hand pump,Over a week,No,other
East,Kono,Nimikoro,Motema,hand dug well,protec dug_well,Functional in use,Seasonal,Yes,Community,Mosque people,No,No,Hand pump,I don't know,No,other
East,Kailahun,Yawei,Massahema Yawei,Massahema Yawei CHC Well,protec dug_well,Functional in use,Always water,Yes,Community,Other community group,Yes,No,Hand pump,Over a month,No,other
East,Kailahun,Kpeje West,Bunumbu,Cotuyama Water Well,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,Yes,other
East,Kailahun,Kissi Teng,Congo,Fullah town water point,borewell,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a week,No,WASH management committee
East,Kailahun,Mandu,Tinkonko mando,Tinkonko mando water point,protec dug_well,Functional but damaged,Seasonal,Yes,Community,Other community group,Yes,Don't know,Hand pump,never broken,Yes,other
East,Kono,Tankoro,Resattument Koidu,Resattument pipe Bond water,gravity_scheme,Functional in use,Always water,Yes,Community,Other community group,Yes,Yes,Gravity,I don't know,Unkown,other
East,Kono,Gorama Kono,kangama,public stand pole,public tap/kiosk,Broken down,Always water,Yes,Community,Other community group,No,Yes,Gravity,Over a week,,other
East,Kono,Sandor,Kwaoo,Kwaoo,private tap,Functional in use,Seasonal,Yes,Community,community  people,Yes,No,,Over a week,,other
East,Kailahun,Mandu,Baiima,Baiima water point,private tap,Functional in use,Seasonal,Yes,Community,Other community group,Yes,Don't know,,Less than a week,,other
East,Kailahun,Kissi Teng,Yabaima,Evangelical Baptist Boyd Primary  School  Pump,protec dug_well,Functional in use,Seasonal,No,School,School,No,Yes,Hand pump,More than a year,Yes,School
East,Kailahun,Mandu,Baiima,Baiima water point,private tap,Functional in use,Seasonal,Yes,Community,Other community group,Yes,Don't know,,Over a month,,other
